,from,to,symbol,quantity,date
0,brofund-ag,brofundholdings,NEOXAG,164.094,2021-01-01
1,brofund-ag,coinmint,NEOXAG,2.92,2021-01-01
2,brofund-ag,eirik,NEOXAG,0.554,2021-01-01
3,brofund-ag,sayee,NEOXAG,0.076,2021-01-01
4,brofund-ag,burlarj,NEOXAG,0.705,2021-01-01
5,brofund-ag,justinparke,NEOXAG,0.728,2021-01-01
6,brofund-ag,bala41288,NEOXAG,2.759,2021-01-01
7,brofund-ag,simplifylife,NEOXAG,1.911,2021-01-01
8,brofund-ag,xawi,NEOXAG,1.188,2021-01-01
9,brofund-ag,olaexcel,NEOXAG,0.064,2021-01-01
10,brofund-ag,simplymike,NEOXAG,0.318,2021-01-01
11,brofund-ag,zaku,NEOXAG,0.637,2021-01-01
12,brofund-ag,jjb777,NEOXAG,21.036,2021-01-01
13,brofund-ag,bearbear613,NEOXAG,6.372,2021-01-01
14,brofund-ag,rehan12,NEOXAG,0.416,2021-01-01
15,brofund-ag,udezee,NEOXAG,0.063,2021-01-01
16,brofund-ag,hetty-rowan,NEOXAG,3.277,2021-01-01
17,brofund-ag,taskmaster4450,NEOXAG,14.16,2021-01-01
18,brofund-ag,goldstreet,NEOXAG,0.026,2021-01-01
19,brofund-ag,ironshield,NEOXAG,0.006,2021-01-01
20,brofund-ag,simplegame,NEOXAG,0.031,2021-01-01
21,brofund-ag,elamental,NEOXAG,0.414,2021-01-01
22,brofund-ag,codingdefined,NEOXAG,0.07,2021-01-01
23,brofund-ag,ecoinstant,NEOXAG,11.801,2021-01-01
24,brofund-ag,khan.dayyanz,NEOXAG,0.828,2021-01-01
25,brofund-ag,roleerob,NEOXAG,12.744,2021-01-01
26,brofund-ag,sidwrites,NEOXAG,0.548,2021-01-01
27,brofund-ag,spinvest,NEOXAG,25.49,2021-01-01
28,brofund-ag,bilpcoinrecords,NEOXAG,0.006,2021-01-01
29,brofund-ag,andy4475,NEOXAG,0.031,2021-01-01
30,brofund-ag,mango-juice,NEOXAG,0.159,2021-01-01
31,brofund-ag,enjar,NEOXAG,0.025,2021-01-01
32,brofund-ag,agr8buzz,NEOXAG,6.372,2021-01-01
33,brofund-ag,dealhunter,NEOXAG,0.02,2021-01-01
34,brofund-ag,dera123,NEOXAG,8.693,2021-01-01
35,brofund-ag,revisesociology,NEOXAG,0.076,2021-01-01
36,brofund-ag,moonunit,NEOXAG,1.029,2021-01-01
37,brofund-ag,uyobong,NEOXAG,0.001,2021-01-01
38,brofund-ag,miketr,NEOXAG,0.981,2021-01-01
39,brofund-ag,flemingfarm,NEOXAG,0.637,2021-01-01
40,brofund-ag,bwar,NEOXAG,3.183,2021-01-01
41,brofund-ag,russia-btc,NEOXAG,0.006,2021-01-01
42,brofund-ag,drrune,NEOXAG,0.267,2021-01-01
43,brofund-ag,cryptoknight12,NEOXAG,1.147,2021-01-01
44,brofund-ag,michealb,NEOXAG,0.382,2021-01-01
45,brofund-ag,investinthefutur,NEOXAG,0.669,2021-01-01
46,brofund-ag,berthold,NEOXAG,0.618,2021-01-01
47,brofund-ag,partitura,NEOXAG,2.23,2021-01-01
48,brofund-ag,steemstreems,NEOXAG,0.006,2021-01-01
49,brofund-ag,joseacabrerav,NEOXAG,0.082,2021-01-01
50,brofund-ag,auelitairene,NEOXAG,0.076,2021-01-01
51,brofund-ag,glastar,NEOXAG,0.318,2021-01-01
52,brofund-ag,elbrava,NEOXAG,0.044,2021-01-01
53,brofund-ag,robmojo,NEOXAG,0.073,2021-01-01
54,brofund-ag,adamdabeast,NEOXAG,0.042,2021-01-01
55,brofund-ag,xabi,NEOXAG,3.263,2021-01-01
56,brofund-ag,bilpcoinbpc,NEOXAG,0.012,2021-01-01
57,brofund-ag,abrockman,NEOXAG,6.372,2021-01-01
58,brofund-ag,tinycurator,NEOXAG,0.191,2021-01-01
59,brofund-ag,shitsignals,NEOXAG,0.922,2021-01-01
60,brofund-ag,mister-meeseeks,NEOXAG,0.127,2021-01-01
61,brofund-ag,talesfrmthecrypt,NEOXAG,0.03,2021-01-01
62,brofund-ag,cmplxty,NEOXAG,0.319,2021-01-01
63,brofund-ag,coyotelation,NEOXAG,0.388,2021-01-01
64,brofund-ag,jongolson,NEOXAG,1.529,2021-01-01
65,brofund-ag,nuthman,NEOXAG,1.274,2021-01-01
66,brofund-ag,dkid14,NEOXAG,1.274,2021-01-01
67,brofund-ag,guurry123,NEOXAG,0.184,2021-01-01
68,brofund-ag,browery,NEOXAG,0.477,2021-01-01
69,brofund-ag,silverstackeruk,NEOXAG,2.326,2021-01-01
70,brofund-ag,pixresteemer,NEOXAG,7.137,2021-01-01
71,brofund-ag,trumpman,NEOXAG,6.375,2021-01-01
72,brofund-ag,invest4free,NEOXAG,0.033,2021-01-01
73,brofund-ag,lotto-de,NEOXAG,0.254,2021-01-01
74,brofund-ag,investyourvote,NEOXAG,0.203,2021-01-01
75,brofund-ag,archon-mining,NEOXAG,1.911,2021-01-01
76,brofund-ag,skylinebuds,NEOXAG,0.008,2021-01-01
77,brofund-ag,l337m45732,NEOXAG,0.385,2021-01-01
78,brofund-ag,cryptoyzzy,NEOXAG,0.019,2021-01-01
79,brofund-ag,enforcer48,NEOXAG,6.882,2021-01-01
80,brofund-ag,ash,NEOXAG,2.168,2021-01-01
81,brofund-ag,linco,NEOXAG,0.127,2021-01-01
82,brofund-ag,jznsamuel,NEOXAG,8.124,2021-01-01
83,brofund-ag,discohedge,NEOXAG,11.781,2021-01-01
84,brofund-ag,stayoutoftherz,NEOXAG,0.05,2021-01-01
85,brofund-ag,bpcvoter,NEOXAG,0.006,2021-01-01
86,brofund-ag,adiwathrive,NEOXAG,0.268,2021-01-01
87,brofund-ag,saboin,NEOXAG,0.937,2021-01-01
88,brofund-ag,crosheille,NEOXAG,0.226,2021-01-01
89,brofund-ag,automaton,NEOXAG,0.006,2021-01-01
90,brofund-ag,steemychicken1,NEOXAG,6.372,2021-01-01
91,brofund-ag,sk1920,NEOXAG,0.012,2021-01-01
92,brofund-ag,cornavirus,NEOXAG,3.23,2021-01-01
93,brofund-ag,votebetting,NEOXAG,1.274,2021-01-01
94,brofund-ag,cliffagreen,NEOXAG,0.061,2021-01-01
95,brofund-ag,leo.bank,NEOXAG,1.157,2021-01-01
96,brofund-ag,jocieprosza,NEOXAG,0.019,2021-01-01
97,brofund-ag,rodent,NEOXAG,0.012,2021-01-01
98,brofund-ag,definethedollar,NEOXAG,0.318,2021-01-01
99,brofund-ag,ifeoluwa88,NEOXAG,0.038,2021-01-01
100,brofund-ag,akomoajong,NEOXAG,0.006,2021-01-01
101,brofund-ag,anikys3reasure,NEOXAG,0.063,2021-01-01
102,brofund-ag,neoxian,NEOXAG,0.127,2021-01-01
103,brofund-ag,solairitas,NEOXAG,0.067,2021-01-01
104,brofund-ag,avellana,NEOXAG,0.034,2021-01-01
105,brofund-ag,ecoinstats,NEOXAG,7.548,2021-01-01
106,brofund-ag,misterc,NEOXAG,0.847,2021-01-01
107,brofund-ag,lilchillgirl,NEOXAG,2.548,2021-01-01
108,brofund-ag,trumpikas,NEOXAG,0.101,2021-01-01
109,brofund-ag,prize.hoard,NEOXAG,2.122,2021-01-01
110,brofund-ag,gerber,NEOXAG,0.637,2021-01-01
111,brofund-ag,coronavirus,NEOXAG,0.063,2021-01-01
112,brofund-ag,mfblack,NEOXAG,13.515,2021-01-01
113,brofund-ag,leontr,NEOXAG,0.127,2021-01-01
114,brofund-ag,themarkymark,NEOXAG,51.909,2021-01-01
115,brofund-ag,rmsadkri,NEOXAG,0.642,2021-01-01
116,brofund-ag,bilpcoin,NEOXAG,0.012,2021-01-01
117,brofund-ag,camiloferrua,NEOXAG,0.192,2021-01-01
118,brofund-ag,no-advice,NEOXAG,1.051,2021-01-01
119,brofund-ag,netaterra,NEOXAG,3.256,2021-01-01
120,brofund-ag,atma.love,NEOXAG,9.918,2021-01-01
121,brofund-ag,rarej,NEOXAG,0.159,2021-01-01
122,brofund-ag,ecosaint,NEOXAG,2.134,2021-01-01
123,brofund-ag,mistakili,NEOXAG,0.001,2021-01-01
124,brofund-ag,sharanaithal,NEOXAG,1.162,2021-01-01
125,brofund-ag,edgy-ed-morrison,NEOXAG,0.006,2021-01-01
126,brofund-ag,cwow2,NEOXAG,0.216,2021-01-01
127,brofund-ag,nickyhavey,NEOXAG,0.7,2021-01-01
128,brofund-ag,joetunex,NEOXAG,0.191,2021-01-01
129,brofund-ag,wongbraling,NEOXAG,0.015,2021-01-01
130,brofund-ag,numanbutt,NEOXAG,0.133,2021-01-01
131,brofund-ag,scooter77,NEOXAG,0.509,2021-01-01
132,brofund-ag,wenchebakken,NEOXAG,0.01,2021-01-01
133,brofund-ag,libertycrypto27,NEOXAG,0.076,2021-01-01
134,brofund-ag,jlsplatts,NEOXAG,0.382,2021-01-01
135,brofund-ag,richardcrill,NEOXAG,7.641,2021-01-01
136,brofund-ag,thisismylife,NEOXAG,3.186,2021-01-01
137,brofund-ag,gungunkrishu,NEOXAG,0.446,2021-01-01
138,brofund-ag,beerlotto,NEOXAG,0.025,2021-01-01
139,brofund-ag,laradio,NEOXAG,0.094,2021-01-01
140,brofund-ag,davedickeyyall,NEOXAG,0.159,2021-01-01
141,brofund-ag,saachi,NEOXAG,0.001,2021-01-01
142,brofund-ag,steemonboarder,NEOXAG,0.038,2021-01-01
143,brofund-ag,adambarratt,NEOXAG,0.159,2021-01-01
144,brofund-ag,adhammer,NEOXAG,3.348,2021-01-01
145,brofund-ag,shebe,NEOXAG,0.022,2021-01-01
146,brofund-ag,thelogicaldude,NEOXAG,0.127,2021-01-01
147,brofund-ag,shoemanchu,NEOXAG,0.133,2021-01-01
148,brofund-ag,jzn,NEOXAG,0.343,2021-01-01
149,brofund-ag,besheda,NEOXAG,0.006,2021-01-01
150,brofund-ag,shawnamawna,NEOXAG,3.186,2021-01-01
151,brofund-ag,tonytrillions,NEOXAG,0.015,2021-01-01
152,brofund-ag,tpkidkai,NEOXAG,0.255,2021-01-01
153,brofund-ag,vincentnijman,NEOXAG,0.637,2021-01-01
154,brofund-ag,starstrings01,NEOXAG,0.063,2021-01-01
155,brofund-ag,riverflows,NEOXAG,0.116,2021-01-01
156,brofund-ag,condeas,NEOXAG,0.152,2021-01-01
157,brofund-ag,elianaicgomes,NEOXAG,0.076,2021-01-01
158,brofund-ag,katerinaramm,NEOXAG,0.039,2021-01-01
159,brofund-ag,achim03,NEOXAG,0.056,2021-01-01
160,brofund-ag,ctpsb,NEOXAG,0.127,2021-01-01
161,brofund-ag,bosmob,NEOXAG,0.07,2021-01-01
162,brofund-ag,knowhow92,NEOXAG,0.235,2021-01-01
163,brofund-ag,leoneil,NEOXAG,0.012,2021-01-01
164,brofund-ag,anderssinho,NEOXAG,0.016,2021-01-01
165,brofund-ag,whatamidoing,NEOXAG,0.672,2021-01-01
166,brofund-ag,barmbo,NEOXAG,0.006,2021-01-01
167,brofund-ag,muelli,NEOXAG,0.006,2021-01-01
168,brofund-ag,lobsterspam,NEOXAG,0.683,2021-01-01
169,brofund-ag,monsterbuster,NEOXAG,0.044,2021-01-01
170,brofund-ag,bitandi,NEOXAG,0.513,2021-01-01
171,brofund-ag,okean123,NEOXAG,0.044,2021-01-01
172,brofund-ag,theroad2freedom,NEOXAG,0.034,2021-01-01
173,brofund-ag,damla,NEOXAG,0.063,2021-01-01
174,brofund-ag,familyhistory,NEOXAG,0.032,2021-01-01
175,brofund-ag,mehmetfix,NEOXAG,0.006,2021-01-01
176,brofund-ag,he-index,NEOXAG,0.268,2021-01-01
177,brofund-ag,filotasriza3,NEOXAG,0.35,2021-01-01
178,brofund-ag,road2nowhere,NEOXAG,0.05,2021-01-01
179,brofund-ag,drax,NEOXAG,0.003,2021-01-01
180,brofund-ag,drax.leo,NEOXAG,0.002,2021-01-01
181,brofund-ag,chronopolis,NEOXAG,39.844,2021-01-01
182,brofund-ag,sozdemir,NEOXAG,0.012,2021-01-01
183,brofund-ag,abztraxxx,NEOXAG,0.267,2021-01-01
184,brofund-ag,adamada,NEOXAG,0.152,2021-01-01
185,brofund-ag,guruvaj,NEOXAG,0.001,2021-01-01
186,brofund-ag,honeysaver,NEOXAG,0.021,2021-01-01
187,brofund-ag,death-and-taxes,NEOXAG,0.007,2021-01-01
188,brofund-ag,carolynstahl,NEOXAG,0.091,2021-01-01
189,brofund-ag,plantstoplanks,NEOXAG,0.091,2021-01-01
190,brofund-ag,phoenixwren,NEOXAG,0.076,2021-01-01
191,brofund-ag,zydane,NEOXAG,0.091,2021-01-01
192,brofund-ag,archon-gov,NEOXAG,0.191,2021-01-01
193,brofund-ag,stolas,NEOXAG,0.012,2021-01-01
194,brofund-ag,optimist1984,NEOXAG,3.186,2021-01-01
195,brofund-ag,tarot911,NEOXAG,0.031,2021-01-01
196,brofund-ag,rafabvr,NEOXAG,0.031,2021-01-01
197,brofund-ag,cleydimar2000,NEOXAG,0.031,2021-01-01
198,brofund-ag,txrose,NEOXAG,0.005,2021-01-01
199,brofund-ag,shrazi,NEOXAG,0.21,2021-01-01
200,brofund-pal,brofundholdings,PAL,15.522,2021-01-01
201,brofund-pal,coinmint,PAL,0.276,2021-01-01
202,brofund-pal,eirik,PAL,0.052,2021-01-01
203,brofund-pal,sayee,PAL,0.007,2021-01-01
204,brofund-pal,burlarj,PAL,0.066,2021-01-01
205,brofund-pal,justinparke,PAL,0.068,2021-01-01
206,brofund-pal,bala41288,PAL,0.261,2021-01-01
207,brofund-pal,simplifylife,PAL,0.18,2021-01-01
208,brofund-pal,xawi,PAL,0.112,2021-01-01
209,brofund-pal,olaexcel,PAL,0.006,2021-01-01
210,brofund-pal,simplymike,PAL,0.03,2021-01-01
211,brofund-pal,zaku,PAL,0.06,2021-01-01
212,brofund-pal,jjb777,PAL,1.989,2021-01-01
213,brofund-pal,bearbear613,PAL,0.602,2021-01-01
214,brofund-pal,rehan12,PAL,0.039,2021-01-01
215,brofund-pal,udezee,PAL,0.006,2021-01-01
216,brofund-pal,hetty-rowan,PAL,0.31,2021-01-01
217,brofund-pal,taskmaster4450,PAL,1.339,2021-01-01
218,brofund-pal,goldstreet,PAL,0.002,2021-01-01
219,brofund-pal,simplegame,PAL,0.003,2021-01-01
220,brofund-pal,elamental,PAL,0.039,2021-01-01
221,brofund-pal,codingdefined,PAL,0.006,2021-01-01
222,brofund-pal,ecoinstant,PAL,1.116,2021-01-01
223,brofund-pal,khan.dayyanz,PAL,0.078,2021-01-01
224,brofund-pal,roleerob,PAL,1.205,2021-01-01
225,brofund-pal,sidwrites,PAL,0.051,2021-01-01
226,brofund-pal,spinvest,PAL,2.411,2021-01-01
227,brofund-pal,andy4475,PAL,0.003,2021-01-01
228,brofund-pal,mango-juice,PAL,0.015,2021-01-01
229,brofund-pal,enjar,PAL,0.002,2021-01-01
230,brofund-pal,agr8buzz,PAL,0.602,2021-01-01
231,brofund-pal,dealhunter,PAL,0.001,2021-01-01
232,brofund-pal,dera123,PAL,0.822,2021-01-01
233,brofund-pal,revisesociology,PAL,0.007,2021-01-01
234,brofund-pal,moonunit,PAL,0.097,2021-01-01
235,brofund-pal,miketr,PAL,0.092,2021-01-01
236,brofund-pal,flemingfarm,PAL,0.06,2021-01-01
237,brofund-pal,bwar,PAL,0.301,2021-01-01
238,brofund-pal,drrune,PAL,0.025,2021-01-01
239,brofund-pal,cryptoknight12,PAL,0.108,2021-01-01
240,brofund-pal,michealb,PAL,0.036,2021-01-01
241,brofund-pal,investinthefutur,PAL,0.063,2021-01-01
242,brofund-pal,berthold,PAL,0.058,2021-01-01
243,brofund-pal,partitura,PAL,0.21,2021-01-01
244,brofund-pal,joseacabrerav,PAL,0.007,2021-01-01
245,brofund-pal,auelitairene,PAL,0.007,2021-01-01
246,brofund-pal,glastar,PAL,0.03,2021-01-01
247,brofund-pal,elbrava,PAL,0.004,2021-01-01
248,brofund-pal,robmojo,PAL,0.006,2021-01-01
249,brofund-pal,adamdabeast,PAL,0.004,2021-01-01
250,brofund-pal,xabi,PAL,0.308,2021-01-01
251,brofund-pal,bilpcoinbpc,PAL,0.001,2021-01-01
252,brofund-pal,abrockman,PAL,0.602,2021-01-01
253,brofund-pal,tinycurator,PAL,0.018,2021-01-01
254,brofund-pal,shitsignals,PAL,0.087,2021-01-01
255,brofund-pal,mister-meeseeks,PAL,0.012,2021-01-01
256,brofund-pal,talesfrmthecrypt,PAL,0.002,2021-01-01
257,brofund-pal,cmplxty,PAL,0.03,2021-01-01
258,brofund-pal,coyotelation,PAL,0.036,2021-01-01
259,brofund-pal,jongolson,PAL,0.144,2021-01-01
260,brofund-pal,nuthman,PAL,0.12,2021-01-01
261,brofund-pal,dkid14,PAL,0.12,2021-01-01
262,brofund-pal,guurry123,PAL,0.017,2021-01-01
263,brofund-pal,browery,PAL,0.045,2021-01-01
264,brofund-pal,silverstackeruk,PAL,0.22,2021-01-01
265,brofund-pal,pixresteemer,PAL,0.675,2021-01-01
266,brofund-pal,trumpman,PAL,0.603,2021-01-01
267,brofund-pal,invest4free,PAL,0.003,2021-01-01
268,brofund-pal,lotto-de,PAL,0.024,2021-01-01
269,brofund-pal,investyourvote,PAL,0.019,2021-01-01
270,brofund-pal,archon-mining,PAL,0.18,2021-01-01
271,brofund-pal,l337m45732,PAL,0.036,2021-01-01
272,brofund-pal,cryptoyzzy,PAL,0.001,2021-01-01
273,brofund-pal,enforcer48,PAL,0.65,2021-01-01
274,brofund-pal,ash,PAL,0.205,2021-01-01
275,brofund-pal,linco,PAL,0.012,2021-01-01
276,brofund-pal,jznsamuel,PAL,0.768,2021-01-01
277,brofund-pal,discohedge,PAL,1.114,2021-01-01
278,brofund-pal,stayoutoftherz,PAL,0.004,2021-01-01
279,brofund-pal,adiwathrive,PAL,0.025,2021-01-01
280,brofund-pal,saboin,PAL,0.088,2021-01-01
281,brofund-pal,crosheille,PAL,0.021,2021-01-01
282,brofund-pal,steemychicken1,PAL,0.602,2021-01-01
283,brofund-pal,sk1920,PAL,0.001,2021-01-01
284,brofund-pal,cornavirus,PAL,0.305,2021-01-01
285,brofund-pal,votebetting,PAL,0.12,2021-01-01
286,brofund-pal,cliffagreen,PAL,0.005,2021-01-01
287,brofund-pal,leo.bank,PAL,0.109,2021-01-01
288,brofund-pal,jocieprosza,PAL,0.001,2021-01-01
289,brofund-pal,rodent,PAL,0.001,2021-01-01
290,brofund-pal,definethedollar,PAL,0.03,2021-01-01
291,brofund-pal,ifeoluwa88,PAL,0.003,2021-01-01
292,brofund-pal,anikys3reasure,PAL,0.006,2021-01-01
293,brofund-pal,neoxian,PAL,0.012,2021-01-01
294,brofund-pal,solairitas,PAL,0.006,2021-01-01
295,brofund-pal,avellana,PAL,0.003,2021-01-01
296,brofund-pal,ecoinstats,PAL,0.714,2021-01-01
297,brofund-pal,misterc,PAL,0.08,2021-01-01
298,brofund-pal,lilchillgirl,PAL,0.241,2021-01-01
299,brofund-pal,trumpikas,PAL,0.009,2021-01-01
300,brofund-pal,prize.hoard,PAL,0.2,2021-01-01
301,brofund-pal,gerber,PAL,0.06,2021-01-01
302,brofund-pal,coronavirus,PAL,0.006,2021-01-01
303,brofund-pal,mfblack,PAL,1.278,2021-01-01
304,brofund-pal,leontr,PAL,0.012,2021-01-01
305,brofund-pal,themarkymark,PAL,4.91,2021-01-01
306,brofund-pal,rmsadkri,PAL,0.06,2021-01-01
307,brofund-pal,bilpcoin,PAL,0.001,2021-01-01
308,brofund-pal,camiloferrua,PAL,0.018,2021-01-01
309,brofund-pal,no-advice,PAL,0.099,2021-01-01
310,brofund-pal,netaterra,PAL,0.308,2021-01-01
311,brofund-pal,atma.love,PAL,0.938,2021-01-01
312,brofund-pal,rarej,PAL,0.015,2021-01-01
313,brofund-pal,ecosaint,PAL,0.201,2021-01-01
314,brofund-pal,sharanaithal,PAL,0.109,2021-01-01
315,brofund-pal,cwow2,PAL,0.02,2021-01-01
316,brofund-pal,nickyhavey,PAL,0.066,2021-01-01
317,brofund-pal,joetunex,PAL,0.018,2021-01-01
318,brofund-pal,wongbraling,PAL,0.001,2021-01-01
319,brofund-pal,numanbutt,PAL,0.012,2021-01-01
320,brofund-pal,scooter77,PAL,0.048,2021-01-01
321,brofund-pal,libertycrypto27,PAL,0.007,2021-01-01
322,brofund-pal,jlsplatts,PAL,0.036,2021-01-01
323,brofund-pal,richardcrill,PAL,0.722,2021-01-01
324,brofund-pal,thisismylife,PAL,0.301,2021-01-01
325,brofund-pal,gungunkrishu,PAL,0.042,2021-01-01
326,brofund-pal,beerlotto,PAL,0.002,2021-01-01
327,brofund-pal,laradio,PAL,0.008,2021-01-01
328,brofund-pal,davedickeyyall,PAL,0.015,2021-01-01
329,brofund-pal,steemonboarder,PAL,0.003,2021-01-01
330,brofund-pal,adambarratt,PAL,0.015,2021-01-01
331,brofund-pal,adhammer,PAL,0.316,2021-01-01
332,brofund-pal,shebe,PAL,0.002,2021-01-01
333,brofund-pal,thelogicaldude,PAL,0.012,2021-01-01
334,brofund-pal,shoemanchu,PAL,0.012,2021-01-01
335,brofund-pal,jzn,PAL,0.032,2021-01-01
336,brofund-pal,shawnamawna,PAL,0.301,2021-01-01
337,brofund-pal,tonytrillions,PAL,0.001,2021-01-01
338,brofund-pal,tpkidkai,PAL,0.024,2021-01-01
339,brofund-pal,vincentnijman,PAL,0.06,2021-01-01
340,brofund-pal,starstrings01,PAL,0.006,2021-01-01
341,brofund-pal,riverflows,PAL,0.011,2021-01-01
342,brofund-pal,condeas,PAL,0.014,2021-01-01
343,brofund-pal,elianaicgomes,PAL,0.007,2021-01-01
344,brofund-pal,katerinaramm,PAL,0.003,2021-01-01
345,brofund-pal,achim03,PAL,0.005,2021-01-01
346,brofund-pal,ctpsb,PAL,0.012,2021-01-01
347,brofund-pal,bosmob,PAL,0.006,2021-01-01
348,brofund-pal,knowhow92,PAL,0.022,2021-01-01
349,brofund-pal,leoneil,PAL,0.001,2021-01-01
350,brofund-pal,anderssinho,PAL,0.001,2021-01-01
351,brofund-pal,whatamidoing,PAL,0.063,2021-01-01
352,brofund-pal,lobsterspam,PAL,0.064,2021-01-01
353,brofund-pal,monsterbuster,PAL,0.004,2021-01-01
354,brofund-pal,bitandi,PAL,0.048,2021-01-01
355,brofund-pal,okean123,PAL,0.004,2021-01-01
356,brofund-pal,theroad2freedom,PAL,0.003,2021-01-01
357,brofund-pal,damla,PAL,0.006,2021-01-01
358,brofund-pal,familyhistory,PAL,0.003,2021-01-01
359,brofund-pal,he-index,PAL,0.025,2021-01-01
360,brofund-pal,filotasriza3,PAL,0.033,2021-01-01
361,brofund-pal,road2nowhere,PAL,0.004,2021-01-01
362,brofund-pal,chronopolis,PAL,3.768,2021-01-01
363,brofund-pal,sozdemir,PAL,0.001,2021-01-01
364,brofund-pal,abztraxxx,PAL,0.025,2021-01-01
365,brofund-pal,adamada,PAL,0.014,2021-01-01
366,brofund-pal,honeysaver,PAL,0.002,2021-01-01
367,brofund-pal,carolynstahl,PAL,0.008,2021-01-01
368,brofund-pal,plantstoplanks,PAL,0.008,2021-01-01
369,brofund-pal,phoenixwren,PAL,0.007,2021-01-01
370,brofund-pal,zydane,PAL,0.008,2021-01-01
371,brofund-pal,archon-gov,PAL,0.018,2021-01-01
372,brofund-pal,stolas,PAL,0.001,2021-01-01
373,brofund-pal,optimist1984,PAL,0.301,2021-01-01
374,brofund-pal,tarot911,PAL,0.003,2021-01-01
375,brofund-pal,rafabvr,PAL,0.003,2021-01-01
376,brofund-pal,cleydimar2000,PAL,0.003,2021-01-01
377,brofund-pal,shrazi,PAL,0.019,2021-01-01
378,brofund-leo,brofundholdings,LEO,19.31,2021-01-01
379,brofund-leo,coinmint,LEO,0.343,2021-01-01
380,brofund-leo,eirik,LEO,0.065,2021-01-01
381,brofund-leo,sayee,LEO,0.008,2021-01-01
382,brofund-leo,burlarj,LEO,0.082,2021-01-01
383,brofund-leo,justinparke,LEO,0.085,2021-01-01
384,brofund-leo,bala41288,LEO,0.324,2021-01-01
385,brofund-leo,simplifylife,LEO,0.224,2021-01-01
386,brofund-leo,xawi,LEO,0.139,2021-01-01
387,brofund-leo,olaexcel,LEO,0.007,2021-01-01
388,brofund-leo,simplymike,LEO,0.037,2021-01-01
389,brofund-leo,zaku,LEO,0.074,2021-01-01
390,brofund-leo,jjb777,LEO,2.475,2021-01-01
391,brofund-leo,bearbear613,LEO,0.749,2021-01-01
392,brofund-leo,rehan12,LEO,0.049,2021-01-01
393,brofund-leo,udezee,LEO,0.007,2021-01-01
394,brofund-leo,hetty-rowan,LEO,0.385,2021-01-01
395,brofund-leo,taskmaster4450,LEO,1.666,2021-01-01
396,brofund-leo,goldstreet,LEO,0.003,2021-01-01
397,brofund-leo,simplegame,LEO,0.003,2021-01-01
398,brofund-leo,elamental,LEO,0.048,2021-01-01
399,brofund-leo,codingdefined,LEO,0.008,2021-01-01
400,brofund-leo,ecoinstant,LEO,1.388,2021-01-01
401,brofund-leo,khan.dayyanz,LEO,0.097,2021-01-01
402,brofund-leo,roleerob,LEO,1.499,2021-01-01
403,brofund-leo,sidwrites,LEO,0.064,2021-01-01
404,brofund-leo,spinvest,LEO,2.999,2021-01-01
405,brofund-leo,andy4475,LEO,0.003,2021-01-01
406,brofund-leo,mango-juice,LEO,0.018,2021-01-01
407,brofund-leo,enjar,LEO,0.002,2021-01-01
408,brofund-leo,agr8buzz,LEO,0.749,2021-01-01
409,brofund-leo,dealhunter,LEO,0.002,2021-01-01
410,brofund-leo,dera123,LEO,1.023,2021-01-01
411,brofund-leo,revisesociology,LEO,0.008,2021-01-01
412,brofund-leo,moonunit,LEO,0.121,2021-01-01
413,brofund-leo,miketr,LEO,0.115,2021-01-01
414,brofund-leo,flemingfarm,LEO,0.074,2021-01-01
415,brofund-leo,bwar,LEO,0.374,2021-01-01
416,brofund-leo,drrune,LEO,0.031,2021-01-01
417,brofund-leo,cryptoknight12,LEO,0.134,2021-01-01
418,brofund-leo,michealb,LEO,0.044,2021-01-01
419,brofund-leo,investinthefutur,LEO,0.078,2021-01-01
420,brofund-leo,berthold,LEO,0.072,2021-01-01
421,brofund-leo,partitura,LEO,0.262,2021-01-01
422,brofund-leo,joseacabrerav,LEO,0.009,2021-01-01
423,brofund-leo,auelitairene,LEO,0.008,2021-01-01
424,brofund-leo,glastar,LEO,0.037,2021-01-01
425,brofund-leo,elbrava,LEO,0.005,2021-01-01
426,brofund-leo,robmojo,LEO,0.008,2021-01-01
427,brofund-leo,adamdabeast,LEO,0.004,2021-01-01
428,brofund-leo,xabi,LEO,0.384,2021-01-01
429,brofund-leo,bilpcoinbpc,LEO,0.001,2021-01-01
430,brofund-leo,abrockman,LEO,0.749,2021-01-01
431,brofund-leo,tinycurator,LEO,0.022,2021-01-01
432,brofund-leo,shitsignals,LEO,0.108,2021-01-01
433,brofund-leo,mister-meeseeks,LEO,0.014,2021-01-01
434,brofund-leo,talesfrmthecrypt,LEO,0.003,2021-01-01
435,brofund-leo,cmplxty,LEO,0.037,2021-01-01
436,brofund-leo,coyotelation,LEO,0.045,2021-01-01
437,brofund-leo,jongolson,LEO,0.179,2021-01-01
438,brofund-leo,nuthman,LEO,0.149,2021-01-01
439,brofund-leo,dkid14,LEO,0.149,2021-01-01
440,brofund-leo,guurry123,LEO,0.021,2021-01-01
441,brofund-leo,browery,LEO,0.056,2021-01-01
442,brofund-leo,silverstackeruk,LEO,0.273,2021-01-01
443,brofund-leo,pixresteemer,LEO,0.839,2021-01-01
444,brofund-leo,trumpman,LEO,0.75,2021-01-01
445,brofund-leo,invest4free,LEO,0.003,2021-01-01
446,brofund-leo,lotto-de,LEO,0.029,2021-01-01
447,brofund-leo,investyourvote,LEO,0.023,2021-01-01
448,brofund-leo,archon-mining,LEO,0.224,2021-01-01
