,from,to,symbol,quantity,date
0,he-indexrewards,he-index,NEOXAG,0.028,2021-01-01
1,he-indexrewards,he-indexadmin,NEOXAG,0.014,2021-01-01
2,he-indexrewards,blainjones,NEOXAG,0.006,2021-01-01
3,he-indexrewards,jongolson,NEOXAG,0.006,2021-01-01
4,he-indexrewards,achim03,NEOXAG,0.003,2021-01-01
5,he-indexrewards,blainjones,NEOXAG,0.021,2021-01-01
6,he-indexrewards,jongolson,NEOXAG,0.021,2021-01-01
7,he-indexrewards,jk6276,NEOXAG,0.019,2021-01-01
8,he-indexrewards,mcoinz79,NEOXAG,0.016,2021-01-01
9,he-indexrewards,torrey.blog,NEOXAG,0.011,2021-01-01
10,he-indexrewards,chmoen,NEOXAG,0.011,2021-01-01
11,he-indexrewards,taskmaster4450,NEOXAG,0.010,2021-01-01
12,he-indexrewards,elianaicgomes,NEOXAG,0.007,2021-01-01
13,he-indexrewards,tandara,NEOXAG,0.006,2021-01-01
14,he-indexrewards,potpourry,NEOXAG,0.005,2021-01-01
15,he-indexrewards,fbslo,NEOXAG,0.005,2021-01-01
16,he-indexrewards,myvest,NEOXAG,0.004,2021-01-01
17,he-indexrewards,shmoogleosukami,NEOXAG,0.004,2021-01-01
18,he-indexrewards,silverstackeruk,NEOXAG,0.003,2021-01-01
19,he-indexrewards,ericburgoyne,NEOXAG,0.003,2021-01-01
20,he-indexrewards,blue.rabbit,NEOXAG,0.003,2021-01-01
21,he-indexrewards,dera123,NEOXAG,0.003,2021-01-01
22,he-indexrewards,hirohurl,NEOXAG,0.003,2021-01-01
23,he-indexrewards,brofundholdings,NEOXAG,0.003,2021-01-01
24,he-indexrewards,marfonso,NEOXAG,0.002,2021-01-01
25,he-indexrewards,deepresearch,NEOXAG,0.002,2021-01-01
26,he-indexrewards,russellstockley,NEOXAG,0.002,2021-01-01
27,he-indexrewards,steemychicken1,NEOXAG,0.002,2021-01-01
28,he-indexrewards,srmallara,NEOXAG,0.002,2021-01-01
29,he-indexrewards,curtawakening,NEOXAG,0.002,2021-01-01
30,he-indexrewards,niallon11,NEOXAG,0.002,2021-01-01
31,he-indexrewards,shanibeer,NEOXAG,0.002,2021-01-01
32,he-indexrewards,dfacademy,NEOXAG,0.001,2021-01-01
33,he-indexrewards,freesinger,NEOXAG,0.001,2021-01-01
34,he-indexrewards,partitura,NEOXAG,0.001,2021-01-01
35,he-indexrewards,shitsignals,NEOXAG,0.001,2021-01-01
36,he-indexrewards,abrockman,NEOXAG,0.001,2021-01-01
37,he-indexrewards,leosoph,NEOXAG,0.001,2021-01-01
38,he-indexrewards,discohedge,NEOXAG,0.001,2021-01-01
39,he-indexrewards,rmsadkri,NEOXAG,0.001,2021-01-01
40,he-indexrewards,jeffjagoe,NEOXAG,0.001,2021-01-01
41,he-indexrewards,knowhow92,NEOXAG,0.001,2021-01-01
42,he-indexrewards,oldmans,NEOXAG,0.001,2021-01-01
43,he-indexrewards,alokkumar121,NEOXAG,0.001,2021-01-01
44,he-indexrewards,anthonypslate,NEOXAG,0.001,2021-01-01
45,he-indexrewards,mytechtrail,NEOXAG,0.001,2021-01-01
46,he-indexrewards,jznsamuel,NEOXAG,0.001,2021-01-01
47,he-indexrewards,cwow2,NEOXAG,0.001,2021-01-01
48,he-indexrewards,sn0n,NEOXAG,0.001,2021-01-01
49,he-indexrewards,dkid14,NEOXAG,0.001,2021-01-01
50,he-indexrewards,road2nowhere,NEOXAG,0.001,2021-01-01
51,he-indexrewards,thelogicaldude,NEOXAG,0.001,2021-01-01
52,he-indexrewards,salexa5,NEOXAG,0.001,2021-01-01
53,he-indexrewards,scooter77,NEOXAG,0.001,2021-01-01
54,he-indexrewards,lammbock,NEOXAG,0.001,2021-01-01
55,he-indexrewards,rezoanulv.sports,NEOXAG,0.001,2021-01-01
56,he-indexrewards,jangle,NEOXAG,0.001,2021-01-01
57,he-indexrewards,ervin-lemark,NEOXAG,0.001,2021-01-01
58,he-indexrewards,uyobong.venture,NEOXAG,0.001,2021-01-01
59,he-indexrewards,elizabetamt,NEOXAG,0.001,2021-01-01
60,he-indexrewards,paxjulia,NEOXAG,0.001,2021-01-01
61,he-indexrewards,ecuaminte,NEOXAG,0.001,2021-01-01
62,he-indexrewards,netaterra,NEOXAG,0.001,2021-01-01
63,he-indexrewards,he-index,SIM,2.292,2021-01-01
64,he-indexrewards,he-indexadmin,SIM,1.146,2021-01-01
65,he-indexrewards,blainjones,SIM,0.458,2021-01-01
66,he-indexrewards,jongolson,SIM,0.458,2021-01-01
67,he-indexrewards,achim03,SIM,0.229,2021-01-01
68,he-indexrewards,blainjones,SIM,1.715,2021-01-01
69,he-indexrewards,jongolson,SIM,1.708,2021-01-01
70,he-indexrewards,jk6276,SIM,1.569,2021-01-01
71,he-indexrewards,mcoinz79,SIM,1.292,2021-01-01
72,he-indexrewards,torrey.blog,SIM,0.928,2021-01-01
73,he-indexrewards,chmoen,SIM,0.923,2021-01-01
74,he-indexrewards,taskmaster4450,SIM,0.860,2021-01-01
75,he-indexrewards,elianaicgomes,SIM,0.554,2021-01-01
76,he-indexrewards,tandara,SIM,0.475,2021-01-01
77,he-indexrewards,potpourry,SIM,0.452,2021-01-01
78,he-indexrewards,fbslo,SIM,0.410,2021-01-01
79,he-indexrewards,myvest,SIM,0.369,2021-01-01
80,he-indexrewards,shmoogleosukami,SIM,0.293,2021-01-01
81,he-indexrewards,silverstackeruk,SIM,0.277,2021-01-01
82,he-indexrewards,ericburgoyne,SIM,0.246,2021-01-01
83,he-indexrewards,blue.rabbit,SIM,0.238,2021-01-01
84,he-indexrewards,dera123,SIM,0.225,2021-01-01
85,he-indexrewards,hirohurl,SIM,0.222,2021-01-01
86,he-indexrewards,brofundholdings,SIM,0.208,2021-01-01
87,he-indexrewards,marfonso,SIM,0.185,2021-01-01
88,he-indexrewards,deepresearch,SIM,0.185,2021-01-01
89,he-indexrewards,russellstockley,SIM,0.180,2021-01-01
90,he-indexrewards,steemychicken1,SIM,0.178,2021-01-01
91,he-indexrewards,srmallara,SIM,0.158,2021-01-01
92,he-indexrewards,curtawakening,SIM,0.146,2021-01-01
93,he-indexrewards,niallon11,SIM,0.144,2021-01-01
94,he-indexrewards,shanibeer,SIM,0.144,2021-01-01
95,he-indexrewards,dfacademy,SIM,0.111,2021-01-01
96,he-indexrewards,freesinger,SIM,0.111,2021-01-01
97,he-indexrewards,partitura,SIM,0.111,2021-01-01
98,he-indexrewards,shitsignals,SIM,0.111,2021-01-01
99,he-indexrewards,abrockman,SIM,0.111,2021-01-01
100,he-indexrewards,leosoph,SIM,0.105,2021-01-01
101,he-indexrewards,discohedge,SIM,0.102,2021-01-01
102,he-indexrewards,rmsadkri,SIM,0.101,2021-01-01
103,he-indexrewards,jeffjagoe,SIM,0.101,2021-01-01
104,he-indexrewards,knowhow92,SIM,0.099,2021-01-01
105,he-indexrewards,oldmans,SIM,0.096,2021-01-01
106,he-indexrewards,alokkumar121,SIM,0.094,2021-01-01
107,he-indexrewards,anthonypslate,SIM,0.092,2021-01-01
108,he-indexrewards,mytechtrail,SIM,0.092,2021-01-01
109,he-indexrewards,jznsamuel,SIM,0.085,2021-01-01
110,he-indexrewards,cwow2,SIM,0.078,2021-01-01
111,he-indexrewards,sn0n,SIM,0.077,2021-01-01
112,he-indexrewards,dkid14,SIM,0.075,2021-01-01
113,he-indexrewards,road2nowhere,SIM,0.074,2021-01-01
114,he-indexrewards,thelogicaldude,SIM,0.074,2021-01-01
115,he-indexrewards,salexa5,SIM,0.074,2021-01-01
116,he-indexrewards,scooter77,SIM,0.074,2021-01-01
117,he-indexrewards,lammbock,SIM,0.060,2021-01-01
118,he-indexrewards,rezoanulv.sports,SIM,0.053,2021-01-01
119,he-indexrewards,jangle,SIM,0.052,2021-01-01
120,he-indexrewards,ervin-lemark,SIM,0.050,2021-01-01
121,he-indexrewards,uyobong.venture,SIM,0.050,2021-01-01
122,he-indexrewards,elizabetamt,SIM,0.048,2021-01-01
123,he-indexrewards,paxjulia,SIM,0.045,2021-01-01
124,he-indexrewards,ecuaminte,SIM,0.044,2021-01-01
125,he-indexrewards,netaterra,SIM,0.043,2021-01-01
126,he-indexrewards,lisamgentile1961,SIM,0.041,2021-01-01
127,he-indexrewards,fiberfrau,SIM,0.041,2021-01-01
128,he-indexrewards,filotasriza3,SIM,0.039,2021-01-01
129,he-indexrewards,gungunkrishu,SIM,0.039,2021-01-01
130,he-indexrewards,rarej,SIM,0.037,2021-01-01
131,he-indexrewards,nathanmars,SIM,0.037,2021-01-01
132,he-indexrewards,adambarratt,SIM,0.037,2021-01-01
133,he-indexrewards,kevinli,SIM,0.037,2021-01-01
134,he-indexrewards,nikoleondas,SIM,0.037,2021-01-01
135,he-indexrewards,coyotelation,SIM,0.037,2021-01-01
136,he-indexrewards,roger.remix,SIM,0.037,2021-01-01
137,he-indexrewards,pardinus,SIM,0.037,2021-01-01
138,he-indexrewards,enginewitty,SIM,0.037,2021-01-01
139,he-indexrewards,forykw,SIM,0.037,2021-01-01
140,he-indexrewards,inertia,SIM,0.037,2021-01-01
141,he-indexrewards,pm522przemek,SIM,0.034,2021-01-01
142,he-indexrewards,steliosfan,SIM,0.033,2021-01-01
143,he-indexrewards,melinda010100,SIM,0.032,2021-01-01
144,he-indexrewards,ghcamry,SIM,0.032,2021-01-01
145,he-indexrewards,okean123,SIM,0.032,2021-01-01
146,he-indexrewards,trincowski,SIM,0.031,2021-01-01
147,he-indexrewards,cryptomaniacsgr,SIM,0.031,2021-01-01
148,he-indexrewards,cryptocanny,SIM,0.030,2021-01-01
149,he-indexrewards,successchar,SIM,0.028,2021-01-01
150,he-indexrewards,drax,SIM,0.027,2021-01-01
151,he-indexrewards,maddogmike,SIM,0.027,2021-01-01
152,he-indexrewards,andrewn,SIM,0.024,2021-01-01
153,he-indexrewards,bozz,SIM,0.024,2021-01-01
154,he-indexrewards,sumatranate,SIM,0.023,2021-01-01
155,he-indexrewards,familyhistory,SIM,0.023,2021-01-01
156,he-indexrewards,investinthefutur,SIM,0.022,2021-01-01
157,he-indexrewards,starstrings01,SIM,0.022,2021-01-01
158,he-indexrewards,miketr,SIM,0.022,2021-01-01
159,he-indexrewards,drax.leo,SIM,0.021,2021-01-01
160,he-indexrewards,bitandi,SIM,0.020,2021-01-01
161,he-indexrewards,ammonite,SIM,0.020,2021-01-01
162,he-indexrewards,nedred,SIM,0.019,2021-01-01
163,he-indexrewards,honeysaver,SIM,0.018,2021-01-01
164,he-indexrewards,iamraincrystal,SIM,0.018,2021-01-01
165,he-indexrewards,achim03,SIM,0.018,2021-01-01
166,he-indexrewards,katerinaramm,SIM,0.018,2021-01-01
167,he-indexrewards,imfarhad,SIM,0.018,2021-01-01
168,he-indexrewards,metzli,SIM,0.018,2021-01-01
169,he-indexrewards,victor-alexander,SIM,0.018,2021-01-01
170,he-indexrewards,cmplxty,SIM,0.015,2021-01-01
171,he-indexrewards,eirik,SIM,0.015,2021-01-01
172,he-indexrewards,jimre1,SIM,0.013,2021-01-01
173,he-indexrewards,theb0red1,SIM,0.013,2021-01-01
174,he-indexrewards,cryptictruth,SIM,0.012,2021-01-01
175,he-indexrewards,thahodler,SIM,0.012,2021-01-01
176,he-indexrewards,academialibertad,SIM,0.011,2021-01-01
177,he-indexrewards,gadrian,SIM,0.011,2021-01-01
178,he-indexrewards,mawit07,SIM,0.010,2021-01-01
179,he-indexrewards,tomhall,SIM,0.010,2021-01-01
180,he-indexrewards,khan.dayyanz,SIM,0.009,2021-01-01
181,he-indexrewards,ctpsb,SIM,0.008,2021-01-01
182,he-indexrewards,ykretz,SIM,0.008,2021-01-01
183,he-indexrewards,hatoto,SIM,0.007,2021-01-01
184,he-indexrewards,jasonbu,SIM,0.007,2021-01-01
185,he-indexrewards,bilpcoin,SIM,0.007,2021-01-01
186,he-indexrewards,r1s2g3,SIM,0.007,2021-01-01
187,he-indexrewards,phusionphil,SIM,0.007,2021-01-01
188,he-indexrewards,ph1102,SIM,0.007,2021-01-01
189,he-indexrewards,theroad2freedom,SIM,0.006,2021-01-01
190,he-indexrewards,stolas,SIM,0.006,2021-01-01
191,he-indexrewards,txrose,SIM,0.005,2021-01-01
192,he-indexrewards,the-mister7,SIM,0.005,2021-01-01
193,he-indexrewards,atomcollector,SIM,0.005,2021-01-01
194,he-indexrewards,ybanezkim26,SIM,0.005,2021-01-01
195,he-indexrewards,aiovo,SIM,0.005,2021-01-01
196,he-indexrewards,guruvaj,SIM,0.004,2021-01-01
197,he-indexrewards,bashadow,SIM,0.004,2021-01-01
198,he-indexrewards,foodiesunite,SIM,0.004,2021-01-01
199,he-indexrewards,tanzofett,SIM,0.004,2021-01-01
200,he-indexrewards,pixiepost,SIM,0.004,2021-01-01
201,he-indexrewards,kiokizz,SIM,0.004,2021-01-01
202,he-indexrewards,guurry123,SIM,0.004,2021-01-01
203,he-indexrewards,johnspalding,SIM,0.004,2021-01-01
204,he-indexrewards,amr008,SIM,0.003,2021-01-01
205,he-indexrewards,risingstar2,SIM,0.003,2021-01-01
206,he-indexrewards,monsterbuster,SIM,0.003,2021-01-01
207,he-indexrewards,anderssinho,SIM,0.003,2021-01-01
208,he-indexrewards,adysscheryl,SIM,0.002,2021-01-01
209,he-indexrewards,shaidon,SIM,0.002,2021-01-01
210,he-indexrewards,chubb149,SIM,0.002,2021-01-01
211,he-indexrewards,mejiasclaudia,SIM,0.002,2021-01-01
212,he-indexrewards,sevenoh-fiveoh,SIM,0.002,2021-01-01
213,he-indexrewards,bilpcoinbpc,SIM,0.001,2021-01-01
214,he-indexrewards,elbrava,SIM,0.001,2021-01-01
215,he-indexrewards,preparedwombat,SIM,0.001,2021-01-01
216,he-indexrewards,jocieprosza,SIM,0.001,2021-01-01
217,he-indexrewards,whitelightxpress,SIM,0.001,2021-01-01
218,he-indexrewards,viniciotricolor,SIM,0.001,2021-01-01
219,he-indexrewards,jacoalberts,SIM,0.001,2021-01-01
220,he-indexrewards,turnmeondeadman,SIM,0.001,2021-01-01
221,he-indexrewards,quinnertronics,SIM,0.001,2021-01-01
222,he-indexrewards,invest4free,SIM,0.001,2021-01-01
223,he-indexrewards,teenagecrypto,SIM,0.001,2021-01-01
224,he-indexrewards,sk1920,SIM,0.001,2021-01-01
225,he-indexrewards,he-index,PAL,0.057,2021-01-01
226,he-indexrewards,he-indexadmin,PAL,0.029,2021-01-01
227,he-indexrewards,blainjones,PAL,0.011,2021-01-01
228,he-indexrewards,jongolson,PAL,0.011,2021-01-01
229,he-indexrewards,blainjones,PAL,0.043,2021-01-01
230,he-indexrewards,jongolson,PAL,0.042,2021-01-01
231,he-indexrewards,jk6276,PAL,0.039,2021-01-01
232,he-indexrewards,mcoinz79,PAL,0.032,2021-01-01
233,he-indexrewards,torrey.blog,PAL,0.023,2021-01-01
234,he-indexrewards,chmoen,PAL,0.023,2021-01-01
235,he-indexrewards,taskmaster4450,PAL,0.021,2021-01-01
236,he-indexrewards,elianaicgomes,PAL,0.014,2021-01-01
237,he-indexrewards,tandara,PAL,0.012,2021-01-01
238,he-indexrewards,potpourry,PAL,0.011,2021-01-01
239,he-indexrewards,fbslo,PAL,0.010,2021-01-01
240,he-indexrewards,myvest,PAL,0.009,2021-01-01
241,he-indexrewards,shmoogleosukami,PAL,0.007,2021-01-01
242,he-indexrewards,silverstackeruk,PAL,0.007,2021-01-01
243,he-indexrewards,ericburgoyne,PAL,0.006,2021-01-01
244,he-indexrewards,blue.rabbit,PAL,0.006,2021-01-01
245,he-indexrewards,dera123,PAL,0.006,2021-01-01
246,he-indexrewards,hirohurl,PAL,0.006,2021-01-01
247,he-indexrewards,brofundholdings,PAL,0.005,2021-01-01
248,he-indexrewards,marfonso,PAL,0.005,2021-01-01
249,he-indexrewards,deepresearch,PAL,0.005,2021-01-01
250,he-indexrewards,russellstockley,PAL,0.004,2021-01-01
251,he-indexrewards,steemychicken1,PAL,0.004,2021-01-01
252,he-indexrewards,srmallara,PAL,0.004,2021-01-01
253,he-indexrewards,curtawakening,PAL,0.004,2021-01-01
254,he-indexrewards,niallon11,PAL,0.004,2021-01-01
255,he-indexrewards,shanibeer,PAL,0.004,2021-01-01
256,he-indexrewards,dfacademy,PAL,0.003,2021-01-01
257,he-indexrewards,freesinger,PAL,0.003,2021-01-01
258,he-indexrewards,partitura,PAL,0.003,2021-01-01
259,he-indexrewards,shitsignals,PAL,0.003,2021-01-01
260,he-indexrewards,abrockman,PAL,0.003,2021-01-01
261,he-indexrewards,leosoph,PAL,0.003,2021-01-01
262,he-indexrewards,discohedge,PAL,0.003,2021-01-01
263,he-indexrewards,rmsadkri,PAL,0.003,2021-01-01
264,he-indexrewards,jeffjagoe,PAL,0.003,2021-01-01
265,he-indexrewards,knowhow92,PAL,0.002,2021-01-01
266,he-indexrewards,oldmans,PAL,0.002,2021-01-01
267,he-indexrewards,alokkumar121,PAL,0.002,2021-01-01
268,he-indexrewards,anthonypslate,PAL,0.002,2021-01-01
269,he-indexrewards,mytechtrail,PAL,0.002,2021-01-01
270,he-indexrewards,jznsamuel,PAL,0.002,2021-01-01
271,he-indexrewards,cwow2,PAL,0.002,2021-01-01
272,he-indexrewards,sn0n,PAL,0.002,2021-01-01
273,he-indexrewards,dkid14,PAL,0.002,2021-01-01
274,he-indexrewards,road2nowhere,PAL,0.002,2021-01-01
275,he-indexrewards,thelogicaldude,PAL,0.002,2021-01-01
276,he-indexrewards,salexa5,PAL,0.002,2021-01-01
277,he-indexrewards,scooter77,PAL,0.002,2021-01-01
278,he-indexrewards,lammbock,PAL,0.001,2021-01-01
279,he-indexrewards,rezoanulv.sports,PAL,0.001,2021-01-01
280,he-indexrewards,jangle,PAL,0.001,2021-01-01
281,he-indexrewards,ervin-lemark,PAL,0.001,2021-01-01
282,he-indexrewards,uyobong.venture,PAL,0.001,2021-01-01
283,he-indexrewards,elizabetamt,PAL,0.001,2021-01-01
284,he-indexrewards,paxjulia,PAL,0.001,2021-01-01
285,he-indexrewards,netaterra,PAL,0.001,2021-01-01
286,he-indexrewards,lisamgentile1961,PAL,0.001,2021-01-01
287,he-indexrewards,fiberfrau,PAL,0.001,2021-01-01
288,he-indexrewards,filotasriza3,PAL,0.001,2021-01-01
289,he-indexrewards,gungunkrishu,PAL,0.001,2021-01-01
290,he-indexrewards,rarej,PAL,0.001,2021-01-01
291,he-indexrewards,nathanmars,PAL,0.001,2021-01-01
292,he-indexrewards,adambarratt,PAL,0.001,2021-01-01
293,he-indexrewards,kevinli,PAL,0.001,2021-01-01
294,he-indexrewards,nikoleondas,PAL,0.001,2021-01-01
295,he-indexrewards,coyotelation,PAL,0.001,2021-01-01
296,he-indexrewards,roger.remix,PAL,0.001,2021-01-01
297,he-indexrewards,pardinus,PAL,0.001,2021-01-01
298,he-indexrewards,enginewitty,PAL,0.001,2021-01-01
299,he-indexrewards,forykw,PAL,0.001,2021-01-01
300,he-indexrewards,inertia,PAL,0.001,2021-01-01
301,he-indexrewards,pm522przemek,PAL,0.001,2021-01-01
302,he-indexrewards,steliosfan,PAL,0.001,2021-01-01
303,he-indexrewards,melinda010100,PAL,0.001,2021-01-01
304,he-indexrewards,ghcamry,PAL,0.001,2021-01-01
305,he-indexrewards,okean123,PAL,0.001,2021-01-01
306,he-indexrewards,trincowski,PAL,0.001,2021-01-01
307,he-indexrewards,cryptomaniacsgr,PAL,0.001,2021-01-01
308,he-indexrewards,cryptocanny,PAL,0.001,2021-01-01
309,he-indexrewards,successchar,PAL,0.001,2021-01-01
310,he-indexrewards,drax,PAL,0.001,2021-01-01
311,he-indexrewards,maddogmike,PAL,0.001,2021-01-01
312,he-indexrewards,andrewn,PAL,0.001,2021-01-01
313,he-indexrewards,bozz,PAL,0.001,2021-01-01
314,he-indexrewards,sumatranate,PAL,0.001,2021-01-01
315,he-indexrewards,familyhistory,PAL,0.001,2021-01-01
316,he-indexrewards,investinthefutur,PAL,0.001,2021-01-01
317,he-indexrewards,starstrings01,PAL,0.001,2021-01-01
318,he-indexrewards,miketr,PAL,0.001,2021-01-01
319,he-indexrewards,drax.leo,PAL,0.001,2021-01-01
320,he-indexrewards,bitandi,PAL,0.001,2021-01-01
321,he-indexrewards,he-index,STEM,0.057,2021-01-01
322,he-indexrewards,he-indexadmin,STEM,0.029,2021-01-01
323,he-indexrewards,blainjones,STEM,0.011,2021-01-01
324,he-indexrewards,jongolson,STEM,0.011,2021-01-01
325,he-indexrewards,achim03,STEM,0.006,2021-01-01
326,he-indexrewards,blainjones,STEM,0.043,2021-01-01
327,he-indexrewards,jongolson,STEM,0.043,2021-01-01
328,he-indexrewards,jk6276,STEM,0.039,2021-01-01
329,he-indexrewards,mcoinz79,STEM,0.032,2021-01-01
330,he-indexrewards,torrey.blog,STEM,0.023,2021-01-01
331,he-indexrewards,chmoen,STEM,0.023,2021-01-01
332,he-indexrewards,taskmaster4450,STEM,0.021,2021-01-01
333,he-indexrewards,elianaicgomes,STEM,0.014,2021-01-01
334,he-indexrewards,tandara,STEM,0.012,2021-01-01
335,he-indexrewards,potpourry,STEM,0.011,2021-01-01
336,he-indexrewards,fbslo,STEM,0.010,2021-01-01
337,he-indexrewards,myvest,STEM,0.009,2021-01-01
338,he-indexrewards,shmoogleosukami,STEM,0.007,2021-01-01
339,he-indexrewards,silverstackeruk,STEM,0.007,2021-01-01
340,he-indexrewards,ericburgoyne,STEM,0.006,2021-01-01
341,he-indexrewards,blue.rabbit,STEM,0.006,2021-01-01
342,he-indexrewards,dera123,STEM,0.006,2021-01-01
343,he-indexrewards,hirohurl,STEM,0.006,2021-01-01
344,he-indexrewards,brofundholdings,STEM,0.005,2021-01-01
345,he-indexrewards,marfonso,STEM,0.005,2021-01-01
346,he-indexrewards,deepresearch,STEM,0.005,2021-01-01
347,he-indexrewards,russellstockley,STEM,0.004,2021-01-01
348,he-indexrewards,steemychicken1,STEM,0.004,2021-01-01
349,he-indexrewards,srmallara,STEM,0.004,2021-01-01
350,he-indexrewards,curtawakening,STEM,0.004,2021-01-01
351,he-indexrewards,niallon11,STEM,0.004,2021-01-01
352,he-indexrewards,shanibeer,STEM,0.004,2021-01-01
353,he-indexrewards,dfacademy,STEM,0.003,2021-01-01
354,he-indexrewards,freesinger,STEM,0.003,2021-01-01
355,he-indexrewards,partitura,STEM,0.003,2021-01-01
356,he-indexrewards,shitsignals,STEM,0.003,2021-01-01
357,he-indexrewards,abrockman,STEM,0.003,2021-01-01
358,he-indexrewards,leosoph,STEM,0.003,2021-01-01
359,he-indexrewards,discohedge,STEM,0.003,2021-01-01
360,he-indexrewards,rmsadkri,STEM,0.003,2021-01-01
361,he-indexrewards,jeffjagoe,STEM,0.003,2021-01-01
362,he-indexrewards,knowhow92,STEM,0.002,2021-01-01
363,he-indexrewards,oldmans,STEM,0.002,2021-01-01
364,he-indexrewards,alokkumar121,STEM,0.002,2021-01-01
365,he-indexrewards,anthonypslate,STEM,0.002,2021-01-01
366,he-indexrewards,mytechtrail,STEM,0.002,2021-01-01
367,he-indexrewards,jznsamuel,STEM,0.002,2021-01-01
368,he-indexrewards,cwow2,STEM,0.002,2021-01-01
369,he-indexrewards,sn0n,STEM,0.002,2021-01-01
370,he-indexrewards,dkid14,STEM,0.002,2021-01-01
371,he-indexrewards,road2nowhere,STEM,0.002,2021-01-01
372,he-indexrewards,thelogicaldude,STEM,0.002,2021-01-01
373,he-indexrewards,salexa5,STEM,0.002,2021-01-01
374,he-indexrewards,scooter77,STEM,0.002,2021-01-01
375,he-indexrewards,lammbock,STEM,0.002,2021-01-01
376,he-indexrewards,rezoanulv.sports,STEM,0.001,2021-01-01
377,he-indexrewards,jangle,STEM,0.001,2021-01-01
378,he-indexrewards,ervin-lemark,STEM,0.001,2021-01-01
379,he-indexrewards,uyobong.venture,STEM,0.001,2021-01-01
380,he-indexrewards,elizabetamt,STEM,0.001,2021-01-01
381,he-indexrewards,paxjulia,STEM,0.001,2021-01-01
382,he-indexrewards,ecuaminte,STEM,0.001,2021-01-01
383,he-indexrewards,netaterra,STEM,0.001,2021-01-01
384,he-indexrewards,lisamgentile1961,STEM,0.001,2021-01-01
385,he-indexrewards,fiberfrau,STEM,0.001,2021-01-01
386,he-indexrewards,filotasriza3,STEM,0.001,2021-01-01
387,he-indexrewards,gungunkrishu,STEM,0.001,2021-01-01
388,he-indexrewards,rarej,STEM,0.001,2021-01-01
389,he-indexrewards,nathanmars,STEM,0.001,2021-01-01
390,he-indexrewards,adambarratt,STEM,0.001,2021-01-01
391,he-indexrewards,kevinli,STEM,0.001,2021-01-01
392,he-indexrewards,nikoleondas,STEM,0.001,2021-01-01
393,he-indexrewards,coyotelation,STEM,0.001,2021-01-01
394,he-indexrewards,roger.remix,STEM,0.001,2021-01-01
395,he-indexrewards,pardinus,STEM,0.001,2021-01-01
396,he-indexrewards,enginewitty,STEM,0.001,2021-01-01
397,he-indexrewards,forykw,STEM,0.001,2021-01-01
398,he-indexrewards,inertia,STEM,0.001,2021-01-01
399,he-indexrewards,pm522przemek,STEM,0.001,2021-01-01
400,he-indexrewards,steliosfan,STEM,0.001,2021-01-01
401,he-indexrewards,melinda010100,STEM,0.001,2021-01-01
402,he-indexrewards,ghcamry,STEM,0.001,2021-01-01
403,he-indexrewards,okean123,STEM,0.001,2021-01-01
404,he-indexrewards,trincowski,STEM,0.001,2021-01-01
405,he-indexrewards,cryptomaniacsgr,STEM,0.001,2021-01-01
406,he-indexrewards,cryptocanny,STEM,0.001,2021-01-01
407,he-indexrewards,successchar,STEM,0.001,2021-01-01
408,he-indexrewards,drax,STEM,0.001,2021-01-01
409,he-indexrewards,maddogmike,STEM,0.001,2021-01-01
410,he-indexrewards,andrewn,STEM,0.001,2021-01-01
411,he-indexrewards,bozz,STEM,0.001,2021-01-01
412,he-indexrewards,sumatranate,STEM,0.001,2021-01-01
413,he-indexrewards,familyhistory,STEM,0.001,2021-01-01
414,he-indexrewards,investinthefutur,STEM,0.001,2021-01-01
415,he-indexrewards,starstrings01,STEM,0.001,2021-01-01
416,he-indexrewards,miketr,STEM,0.001,2021-01-01
417,he-indexrewards,drax.leo,STEM,0.001,2021-01-01
418,he-indexrewards,bitandi,STEM,0.001,2021-01-01
419,he-indexrewards,he-index,WEED,0.009,2021-01-01
420,he-indexrewards,he-indexadmin,WEED,0.004,2021-01-01
421,he-indexrewards,blainjones,WEED,0.002,2021-01-01
422,he-indexrewards,jongolson,WEED,0.002,2021-01-01
423,he-indexrewards,achim03,WEED,0.001,2021-01-01
424,he-indexrewards,blainjones,WEED,0.006,2021-01-01
425,he-indexrewards,jongolson,WEED,0.006,2021-01-01
426,he-indexrewards,jk6276,WEED,0.006,2021-01-01
427,he-indexrewards,mcoinz79,WEED,0.005,2021-01-01
428,he-indexrewards,torrey.blog,WEED,0.003,2021-01-01
429,he-indexrewards,chmoen,WEED,0.003,2021-01-01
430,he-indexrewards,taskmaster4450,WEED,0.003,2021-01-01
431,he-indexrewards,elianaicgomes,WEED,0.002,2021-01-01
432,he-indexrewards,tandara,WEED,0.002,2021-01-01
433,he-indexrewards,potpourry,WEED,0.002,2021-01-01
434,he-indexrewards,fbslo,WEED,0.002,2021-01-01
435,he-indexrewards,myvest,WEED,0.001,2021-01-01
436,he-indexrewards,shmoogleosukami,WEED,0.001,2021-01-01
437,he-indexrewards,silverstackeruk,WEED,0.001,2021-01-01
438,he-indexrewards,ericburgoyne,WEED,0.001,2021-01-01
439,he-indexrewards,blue.rabbit,WEED,0.001,2021-01-01
440,he-indexrewards,dera123,WEED,0.001,2021-01-01
441,he-indexrewards,hirohurl,WEED,0.001,2021-01-01
442,he-indexrewards,brofundholdings,WEED,0.001,2021-01-01
443,he-indexrewards,marfonso,WEED,0.001,2021-01-01
